legoRef,type,name,canonicalName,condition,location,disposition,isBuild,isBuildWOFigs,isCrack,costPrice,displayPrice,sellPrice,valueLow,valueHigh,upcomingPrice,notes,srcRow,flags
75051,SET,Jedi Scout Fighter,Jedi Scout Fighter,USED,STORE,FOR_SALE,false,false,false,58.49,199.99,,100,200,,,193,
75052,SET,Mos Eisley Cantina,Mos Eisley Cantina,USED,UNKNOWN,SOLD,false,false,false,75,199.99,199.99,,,,Sold,194,
75052,SET,Mos Eisley Cantina,Mos Eisley Cantina,USED,UNKNOWN,STOLEN,false,false,false,50.99,199.99,,,,,,195,
75053,SET,The Ghost,The Ghost,USED,STORE,FOR_SALE,false,false,false,67.99,,,800,900,,,196,
75053,SET,The Ghost,The Ghost,USED,STORE,FOR_SALE,false,false,false,85.49,849.99,,800,900,,,197,
75053,SET,The Ghost,The Ghost,USED,STORE,FOR_SALE,false,false,false,69.99,849.99,,800,900,,,198,
75054,SET,AT-AT,AT-AT,USED,STORE,LAYAWAY,false,false,false,109.97,,,100,250,,,199,
75054,SET,AT-AT,AT-AT,USED,STORE,FOR_SALE,false,false,false,81.59,,,100,250,,,200,
75054,SET,AT-AT,AT-AT,USED,STORE,FOR_SALE,false,false,false,80.44,229.99,,100,250,,,201,
75054,SET,AT-AT,AT-AT,USED,STORE,FOR_SALE,false,false,false,81.59,229.99,,100,250,,,202,
75055,SET,Imperial Star Destroyer,Imperial Star Destroyer,USED,STORE,SOLD,false,false,false,95.19,,379.99,350,380,,,203,
75055,SET,Imperial Star Destroyer,Imperial Star Destroyer,USED,STORE,SOLD,false,false,false,95.19,379.99,380,350,380,,,204,
75055,SET,Imperial Star Destroyer,Imperial Star Destroyer,USED,STORE,LAYAWAY,false,false,false,95.19,379.99,,350,380,,,205,
75058,SET,MTT,MTT,USED,UNKNOWN,SOLD,false,false,false,89.99,,400,,,,Sold,206,
75058,SET,MTT,MTT,USED,STORE,FOR_SALE,false,false,false,89.99,449.99,,400,450,,,207,
75059,SET,Sandcrawler UCS,Sandcrawler UCS,USED,UNKNOWN,SOLD,false,false,false,299.99,,600,,,,Sold,208,
75059,SET,Sandcrawler UCS,Sandcrawler UCS,USED,STORE,SOLD,false,false,false,269.99,599.99,0,,,,Layaway,209,
75059,SET,Sandcrawler UCS,Sandcrawler UCS,USED,UNKNOWN,SOLD,false,false,false,239.99,599.99,599.99,,,,Sold,210,
75060,SET,Slave 1 UCS,Slave 1 UCS,USED,STORE,SOLD,false,false,false,199,620,100,,,,On layaway,211,"sold-conflict(xlsx=100,pdf=0)"
75060,SET,Slave 1 UCS,Slave 1 UCS,USED,UNKNOWN,SOLD,false,false,false,199,,635,,,,Sold,212,
75060,SET,Slave 1 UCS,Slave 1 UCS,USED,STORE,LAYAWAY,false,false,false,188,699.99,,600,700,,,213,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORE,SOLD,false,false,false,9.97,,34.99,20,40,,,214,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORE,SOLD,false,false,false,9.97,,39.99,20,40,,,215,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORAGE,LAYAWAY,false,false,false,9.99,,,20,40,,,216,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORAGE,LAYAWAY,false,false,false,9.99,,,20,40,,,217,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORAGE,FOR_SALE,false,false,false,9.97,,,20,40,,,218,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORAGE,FOR_SALE,false,false,false,9.49,,,20,40,,,219,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORAGE,FOR_SALE,false,false,false,0,,,20,40,,,220,cost-zero
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORAGE,FOR_SALE,false,false,false,8,,,20,40,,,221,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORAGE,FOR_SALE,false,false,false,8.99,,,20,40,,,222,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORE,FOR_SALE,false,false,false,10.99,34.99,,20,40,,,223,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORE,FOR_SALE,false,false,false,9,,,20,40,,,224,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORE,FOR_SALE,false,false,false,9,,,20,40,,,225,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORE,FOR_SALE,false,false,false,9,,,20,40,,,226,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,STORE,FOR_SALE,false,false,false,9,,,20,40,,,227,
75072,SET,ARC-170 Starfighter Micro,ARC-170 Starfighter Micro,USED,UNKNOWN,SOLD,false,false,false,8.99,,39.99,,,,Sold,228,
75073,SET,Vulture Droid Micro,Vulture Droid Micro,USED,STORE,FOR_SALE,false,false,false,9.49,22.46,,20,40,22.46,,229,
75073,SET,Vulture Droid Micro,Vulture Droid Micro,USED,STORE,FOR_SALE,false,false,false,9.49,,,20,40,,,230,
75073,SET,Vulture Droid Micro,Vulture Droid Micro,USED,STORE,FOR_SALE,false,false,false,9.99,,,20,40,,,231,
75073,SET,Vulture Droid Micro,Vulture Droid Micro,USED,STORAGE,FOR_SALE,false,false,false,9.99,,,20,40,,,232,
75073,SET,Vulture Droid Micro,Vulture Droid Micro,USED,STORE,FOR_SALE,false,false,false,8,,,20,40,,,233,
75073,SET,Vulture Droid Micro,Vulture Droid Micro,USED,STORE,FOR_SALE,false,false,false,8,,,20,40,,,234,
75073,SET,Vulture Droid Micro,Vulture Droid Micro,USED,STORE,FOR_SALE,false,false,false,10.99,34.99,,20,40,,,235,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,SOLD,false,false,false,7.47,24.99,24.99,15,30,,,236,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,SOLD,false,false,false,9.99,,24.99,15,30,,,237,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,SOLD,false,false,false,9.99,,29.99,15,30,,,238,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORAGE,FOR_SALE,false,false,false,9.97,22.49,,15,30,22.49,,239,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORAGE,FOR_SALE,false,false,false,8.99,,,15,30,,,240,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORAGE,FOR_SALE,false,false,false,8.09,,,15,30,,,241,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORAGE,FOR_SALE,false,false,false,8.09,,,15,30,,,242,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORAGE,FOR_SALE,false,false,false,8.09,,,15,30,,,243,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORAGE,FOR_SALE,false,false,false,8,,,15,30,,,244,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORAGE,FOR_SALE,false,false,false,8,,,15,30,,,245,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,FOR_SALE,false,false,false,7.6,,,15,30,,,246,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,FOR_SALE,false,false,false,7.6,,,15,30,,,247,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,FOR_SALE,false,false,false,7.56,,,15,30,,,248,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,FOR_SALE,false,false,false,7.56,,,15,30,,,249,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,FOR_SALE,false,false,false,7.56,,,15,30,,,250,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,FOR_SALE,false,false,false,10.99,,,15,30,,,251,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,STORE,FOR_SALE,false,false,false,8.99,,,15,30,,,252,
75074,SET,Snowspeeder Micro,Snowspeeder Micro,USED,UNKNOWN,SOLD,false,false,false,,,29.99,,,,Sold,253,cost-unknown
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,SOLD,false,false,false,9.97,,24.99,,,,Sold,254,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,9.99,19.99,,15,30,19.99,,255,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,9.99,24.99,,15,30,24.99,,256,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,9.99,25.99,,15,30,25.99,,257,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,9.97,24.99,,15,30,24.99,,258,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORAGE,FOR_SALE,false,false,false,9.97,9.24,,15,30,9.24,,259,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORAGE,SOLD,false,false,false,9.97,,24.99,15,30,,,260,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORAGE,SOLD,false,false,false,9,,24.99,15,30,,,261,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORAGE,FOR_SALE,false,false,false,9,,,15,30,,,262,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORAGE,FOR_SALE,false,false,false,8.99,,,15,30,,,263,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,8.89,24.99,,15,30,,,264,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,8.77,24.99,,15,30,,,265,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,8,24.99,,15,30,,,266,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,8,24.99,,15,30,,,267,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,8,24.99,,15,30,,,268,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,7.56,24.99,,15,30,,,269,name-variants
75075,SET,At-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,7.56,24.99,,15,30,,,270,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,STORE,FOR_SALE,false,false,false,10.99,24.99,,15,30,,,271,name-variants
75075,SET,AT-AT Micro,AT-AT Micro,USED,UNKNOWN,FOR_SALE,false,false,false,8.99,,,15,30,,,272,name-variants
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,STORE,SOLD,false,false,false,9.97,,44.99,20,50,,,273,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,STORE,FOR_SALE,false,false,false,7.47,44.99,,20,50,44.99,,274,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,STORE,SOLD,false,false,false,7.47,,44.99,20,50,,,275,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,STORAGE,SOLD,false,false,false,9.99,,44.99,20,50,,,276,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,STORAGE,LAYAWAY,false,false,false,9.99,,,20,50,,,277,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,STORAGE,FOR_SALE,false,false,false,9.99,,,20,50,,,278,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,STORE,FOR_SALE,false,false,false,9.97,,,20,50,,,279,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,HOME,FOR_SALE,false,false,false,9.97,44.99,,20,50,,,280,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,HOME,FOR_SALE,false,false,false,5.99,44.99,,20,50,,,281,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,HOME,FOR_SALE,false,false,false,8,44.99,,20,50,,,282,
75076,SET,Republic Gunship Micro,Republic Gunship Micro,USED,HOME,FOR_SALE,false,false,false,10.99,44.99,,20,50,,,283,
75077,SET,Homing Spider Droid Micro,Homing Spider Droid Micro,USED,HOME,FOR_SALE,false,false,false,9.99,44.99,,15,30,25.99,,284,"listing-vs-upcoming(pdf=44.99,up=25.99)"
75077,SET,Homing Spider Droid Micro,Homing Spider Droid Micro,USED,UNKNOWN,SOLD,false,false,false,9.49,25.99,24.99,,,25.99,Sold,285,
75077,SET,Homing Spider Droid Micro,Homing Spider Droid Micro,USED,STORE,FOR_SALE,false,false,false,9.49,22.09,,15,30,22.09,,286,
75077,SET,Homing Spider Droid Micro,Homing Spider Droid Micro,USED,STORAGE,LAYAWAY,false,false,false,9.49,,,15,30,,,287,
75077,SET,Homing Spider Droid Micro,Homing Spider Droid Micro,USED,STORE,FOR_SALE,false,false,false,8,24.99,,15,30,,,288,
75077,SET,Homing Spider Droid Micro,Homing Spider Droid Micro,USED,STORE,FOR_SALE,false,false,false,10.99,24.99,,15,30,,,289,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,STORE,FOR_SALE,false,false,false,7.99,39.99,,20,40,35.99,Combine figures worth $40,290,"listing-vs-upcoming(pdf=39.99,up=35.99)"
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,STORE,FOR_SALE,false,false,false,12.97,39.99,,20,40,39.99,,291,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,STORE,FOR_SALE,false,false,false,12.97,39.99,,20,40,39.99,,292,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,STORE,FOR_SALE,false,false,false,12.34,39.99,,20,40,39.99,,293,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,STORE,LAYAWAY,false,false,false,12.34,39.99,,20,40,,,294,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,STORE,FOR_SALE,false,false,false,12.34,39.99,,20,40,,,295,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,HOME,FOR_SALE,false,false,false,12.34,,,20,40,,,296,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,HOME,FOR_SALE,false,false,false,11.19,,,20,40,,,297,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,HOME,FOR_SALE,false,false,false,11.19,,,20,40,,,298,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,STORE,SOLD,true,true,false,12.99,,39.99,,5,,,299,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,UNKNOWN,SOLD,false,false,false,12.99,,39.99,,,,Sold,300,"sold-conflict(xlsx=39.99,pdf=35.99)"
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,UNKNOWN,SOLD,false,false,false,12.99,,35.99,,,,Sold,301,"sold-conflict(xlsx=35.99,pdf=39.99)"
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,UNKNOWN,SOLD,false,false,false,12.99,,39.99,,,,Sold,302,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,UNKNOWN,SOLD,false,false,false,12.99,,39.99,,,,Sold,303,
75078,SET,Imperial Troop Transport,Imperial Troop Transport,USED,UNKNOWN,SOLD,false,false,false,7.99,,39.99,,,,Sold,304,
75079,SET,Shadow Troopers,Shadow Troopers,USED,UNKNOWN,SOLD,false,false,true,10.39,,49.99,30,50,,,305,
75079,SET,Shadow Troopers,Shadow Troopers,USED,UNKNOWN,SOLD,false,false,true,12.97,,49.99,30,50,,,306,
75079,SET,Shadow Troopers,Shadow Troopers,USED,UNKNOWN,LAYAWAY,false,false,true,9.51,,,30,50,,,307,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,12.97,,,30,50,,,308,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,12.97,,,30,50,,,309,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,12.97,,,30,50,,,310,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORAGE,FOR_SALE,false,false,false,11.19,,,30,50,,,311,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORAGE,FOR_SALE,false,false,false,12.99,,,30,50,,,312,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,49.99,,30,50,,,313,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,49.99,,30,50,,,314,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,49.99,,30,50,,,315,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,49.99,,30,50,,,316,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,9.99,49.99,,30,50,,,317,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,false,false,false,9.89,49.99,,30,50,,,318,
75079,SET,Shadow Troopers,Shadow Troopers,USED,STORE,FOR_SALE,true,true,false,9.89,,,,5,,,319,
75079,SET,Shadow Troopers,Shadow Troopers,USED,UNKNOWN,FOR_SALE,false,false,false,10.49,,,30,50,,,320,
75080,SET,AAT,AAT,USED,STORE,SOLD,false,false,false,24.29,89.99,89.99,,,,Sold,321,
75080,SET,AAT,AAT,USED,STORE,FOR_SALE,false,false,false,23.74,89.99,,45,100,,,322,
75080,SET,AAT,AAT,USED,UNKNOWN,SOLD,false,false,false,22.99,,89.99,,,,Sold,323,
75081,SET,T-16 Skyhopper,T-16 Skyhopper,USED,STORE,FOR_SALE,false,false,false,24.97,59.99,,40,60,49.99,,324,"listing-vs-upcoming(pdf=59.99,up=49.99)"
75081,SET,T-16 Skyhopper,T-16 Skyhopper,USED,STORE,FOR_SALE,false,false,false,23.74,,,40,60,,,325,
75082,SET,TIE Advanced Prototype,TIE Advanced Prototype,USED,STORE,FOR_SALE,false,false,false,39.97,90,,150,250,90,,326,
75082,SET,TIE Advanced Prototype,TIE Advanced Prototype,USED,STORE,FOR_SALE,false,false,false,39.97,,,150,250,,,327,
75082,SET,TIE Advanced Prototype,TIE Advanced Prototype,USED,STORE,FOR_SALE,false,false,false,39.97,229.99,,150,250,,,328,
75082,SET,TIE Advanced Prototype,TIE Advanced Prototype,USED,STORE,FOR_SALE,false,false,false,39.97,229.99,,150,250,,,329,
75082,SET,TIE Advanced Prototype,TIE Advanced Prototype,USED,STORAGE,FOR_SALE,false,false,false,0,,,150,250,,,330,cost-zero
75083,SET,AT-DP,AT-DP,USED,STORE,FOR_SALE,false,false,false,49.97,,,150,200,,,331,
75083,SET,AT-DP,AT-DP,USED,STORAGE,FOR_SALE,false,false,false,37.39,199.99,,150,200,,,332,
75083,SET,AT-DP,AT-DP,USED,STORAGE,FOR_SALE,false,false,false,49.99,,,150,200,,,333,
75084,SET,Wookie Gunship,Wookie Gunship,USED,UNKNOWN,SOLD,false,false,false,50.99,,150,,,,Sold,334,
75084,SET,Wookie Gunship,Wookie Gunship,USED,STORE,FOR_SALE,false,false,false,69.99,199.99,,160,200,127.5,,335,"listing-vs-upcoming(pdf=199.99,up=127.5)"
75085,SET,Hailfire Droid,Hailfire Droid,USED,STORE,FOR_SALE,false,false,false,19.99,,,70,150,,,336,
75085,SET,Hailfire Droid,Hailfire Droid,USED,STORAGE,FOR_SALE,false,false,false,18.99,,,70,150,,,337,
75085,SET,Hailfire Droid,Hailfire Droid,USED,STORAGE,FOR_SALE,false,false,false,19.99,,,70,150,,,338,
75085,SET,Hailfire Droid,Hailfire Droid,USED,STORE,FOR_SALE,false,false,false,18.99,139.99,,70,150,,,339,
75085,SET,Hailfire Droid,Hailfire Droid,USED,STORE,FOR_SALE,false,false,false,18,139.99,,70,150,,,340,
75086,SET,Battle Droid Troop Carrier,Battle Droid Troop Carrier,USED,STORE,SOLD,false,false,false,29.23,199.99,159.99,,,,Sold,341,
75086,SET,Battle Droid Troop Carrier,Battle Droid Troop Carrier,USED,STORE,FOR_SALE,false,false,false,38.69,149.99,,100,200,,,342,
75086,SET,Battle Droid Troop Carrier,Battle Droid Troop Carrier,USED,UNKNOWN,SOLD,false,false,false,38.69,,159.99,,,,Sold,343,
75087,SET,Anakin's Custom Jedi Starfighter,Anakin's Custom Jedi Starfighter,USED,STORE,LAYAWAY,false,false,false,29.23,,,200,300,,,344,
75087,SET,Anakin's Custom Jedi Starfighter,Anakin's Custom Jedi Starfighter,USED,STORE,FOR_SALE,false,false,false,39.97,249.99,,200,300,249.99,,345,
75087,SET,Anakin's Custom Jedi Starfighter,Anakin's Custom Jedi Starfighter,USED,STORAGE,FOR_SALE,false,false,false,39.97,,,200,300,,,346,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,UNKNOWN,SOLD,false,false,true,10.39,,54.99,40,60,,Figures combined value $60,347,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,UNKNOWN,SOLD,false,false,true,12.97,,54.99,40,60,,,348,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,STORE,LAYAWAY,false,false,false,12.97,,,40,60,,,349,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,STORAGE,FOR_SALE,false,false,false,12.99,,,40,60,,,350,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,STORAGE,FOR_SALE,false,false,false,12.99,,,40,60,,,351,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,59.99,,40,60,,,352,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,59.99,,40,60,,,353,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,59.99,,40,60,,,354,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,STORE,FOR_SALE,true,true,false,7.99,,,,5,,,355,
75088,SET,Senate Command Troopers,Senate Command Troopers,USED,UNKNOWN,SOLD,false,false,false,9.19,,54.99,,,,Sold,356,
75089,SET,Genosis Troopers,Geonosis Troopers,USED,UNKNOWN,FOR_SALE,false,false,true,7.99,69.99,,50,75,69.99,,357,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,UNKNOWN,FOR_SALE,false,false,true,9.51,69.99,,50,75,69.99,Figure combined value $80,358,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,UNKNOWN,SOLD,false,false,true,12.97,,59.99,50,75,,,359,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,UNKNOWN,SOLD,false,false,true,12.97,,69.99,50,75,,,360,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,SOLD,false,false,false,12.59,,69.99,50,75,,,361,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,SOLD,false,false,false,12.97,,69.99,50,75,,,362,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,SOLD,false,false,false,11.19,,69.99,50,75,,,363,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORAGE,FOR_SALE,false,false,false,11.19,,,50,75,,,364,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,true,true,false,11.19,,,,5,,,365,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,69.99,,50,75,,,366,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,69.99,,50,75,,,367,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,69,,50,75,,,368,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,69.99,,50,75,,,369,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,69.99,,50,75,,,370,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,false,false,false,9.89,69.99,,50,75,,,371,name-variants
75089,SET,Geonosis Troopers,Geonosis Troopers,USED,STORE,FOR_SALE,false,false,false,10.39,69.99,,50,75,,,372,name-variants
75090,SET,Ezra's Speeder Bike,Ezra's Speeder Bike,USED,STORE,SOLD,false,false,false,19.97,,100,90,120,,,373,
75090,SET,Ezra's Speeder Bike,Ezra's Speeder Bike,USED,STORE,FOR_SALE,false,false,false,19.97,109.99,,90,120,109.99,"Box opened, will certify",374,
75090,SET,Ezra's Speeder Bike,Ezra's Speeder Bike,USED,UNKNOWN,SOLD,false,false,false,19.99,,100,,,,Sold,375,
75090,SET,Ezra's Speeder Bike,Ezra's Speeder Bike,USED,STORE,FOR_SALE,false,false,false,19.97,119.99,,90,120,,,376,
75091,SET,Flash Speeder,Flash Speeder,USED,STORE,FOR_SALE,false,false,false,29.24,59.99,,40,60,,,377,
75092,SET,Naboo Starfighter,Naboo Starfighter,USED,STORE,LAYAWAY,false,false,false,49.99,,,150,250,,,378,
75092,SET,Naboo Starfighter,Naboo Starfighter,USED,STORE,FOR_SALE,false,false,false,39.99,229.99,,150,250,,,379,
75093,SET,Death Star Final Dual,Death Star Final Dual,USED,STORE,LAYAWAY,false,false,false,76.49,149.99,,100,150,,,380,
75093,SET,Death Star Final Dual,Death Star Final Dual,USED,STORE,FOR_SALE,false,false,false,71.09,149.99,,100,150,,,381,
75093,SET,Death Star Final Dual,Death Star Final Dual,USED,STORAGE,FOR_SALE,false,false,false,56,,,100,150,,,382,
75094,SET,Imperial Shuttle Tydirium,Imperial Shuttle Tydirium,USED,STORE,FOR_SALE,false,false,false,94.49,189.99,,150,250,189.99,,383,
75094,SET,Imperial Shuttle Tydirium,Imperial Shuttle Tydirium,USED,STORE,FOR_SALE,false,false,false,75,229.99,,150,250,,,384,
75094,SET,Imperial Shuttle Tydirium,Imperial Shuttle Tydirium,USED,STORAGE,FOR_SALE,false,false,false,74.99,,,150,250,,,385,
75095,SET,TIE Fighter UCS,TIE Fighter UCS,USED,UNKNOWN,SOLD,false,false,false,189.99,239.99,299.99,,,,Sold,386,
75095,SET,TIE Fighter UCS,TIE Fighter UCS,USED,UNKNOWN,SOLD,false,false,false,189.99,339.99,300,,,,Sold,387,
75096,SET,Sith Infiltrator,Sith Infiltrator,USED,UNKNOWN,SOLD,false,false,false,85.49,299.99,299.99,,,,Sold,388,
75096,SET,Sith Infiltrator,Sith Infiltrator,USED,STORE,LAYAWAY,false,false,false,79,299.99,,250,300,,,389,
75096,SET,Sith Infiltrator,Sith Infiltrator,USED,UNKNOWN,SOLD,false,false,false,35.39,,299.99,,,,,390,
75098,SET,Assault on Hoth UCS,Assault on Hoth UCS,USED,UNKNOWN,SOLD,false,false,false,232.5,,700,,,,Sold,391,
75098,SET,Assault on Hoth UCS,Assault on Hoth UCS,USED,STORE,FOR_SALE,false,false,false,229.99,,,650,700,,,392,
75098,SET,Assault on Hoth UCS,Assault on Hoth UCS,USED,STORAGE,FOR_SALE,false,false,false,224.99,,,650,700,,,393,
75099,SET,Rey's Speeder,Rey's Speeder,USED,STORE,SOLD,false,false,false,17.99,,39.99,20,40,,,394,
75099,SET,Rey's Speeder,Rey's Speeder,USED,STORAGE,FOR_SALE,false,false,false,14,,,20,40,,,395,
75099,SET,Rey's Speeder,Rey's Speeder,USED,STORAGE,FOR_SALE,false,false,false,13,,,20,40,,,396,
75099,SET,Rey's Speeder,Rey's Speeder,USED,STORAGE,FOR_SALE,false,false,false,12.27,,,20,40,,,397,
75099,SET,Rey's Speeder,Rey's Speeder,USED,HOME,FOR_SALE,false,false,false,,,,20,40,,,398,cost-unknown
